
---------- Begin Simulation Statistics ----------
simSeconds                                   0.029959                       # Number of seconds simulated (Second)
simTicks                                  29959334000                       # Number of ticks simulated (Tick)
finalTick                                 29959334000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    431.19                       # Real time elapsed on the host (Second)
hostTickRate                                 69481337                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     796660                       # Number of bytes of host memory used (Byte)
simInsts                                    104693735                       # Number of instructions simulated (Count)
simOps                                      190503147                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   242804                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     441813                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                         3153142                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       11864146                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                     302                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      11853946                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                   213                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined              115320                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined           103658                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                146                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples            3110446                       # Number of insts issued each cycle
system.cpu0.numIssuedDist::mean              3.811012                       # Number of insts issued each cycle
system.cpu0.numIssuedDist::stdev             2.185035                       # Number of insts issued each cycle
system.ruby.network.routers3.msg_count.Response_Data::2         3681                       (Unspecified)
system.ruby.network.routers3.msg_bytes.Response_Data::2       265032                       (Unspecified)
system.ruby.network.routers3.msg_count.Unblock_Control::2         3681                       (Unspecified)
system.ruby.network.routers3.msg_bytes.Unblock_Control::2        29448                       (Unspecified)
system.ruby.network.routers3.port_buffers1.m_buf_msgs     0.000061                       # Average number of messages in buffer (Unspecified)
system.ruby.network.routers3.port_buffers1.m_stall_time  3000.038886                       # Average number of cycles messages are stalled in this MB (Unspecified)
system.ruby.network.routers3.port_buffers2.m_buf_msgs     0.000061                       # Average number of messages in buffer (Unspecified)
system.ruby.network.routers3.port_buffers2.m_stall_time  3000.087577                       # Average number of cycles messages are stalled in this MB (Unspecified)
system.ruby.network.routers3.port_buffers5.m_buf_msgs     0.000061                       # Average number of messages in buffer (Unspecified)
system.ruby.network.routers3.port_buffers5.m_stall_time   999.997730                       # Average number of cycles messages are stalled in this MB (Unspecified)
system.ruby.network.routers3.power_state.pwrStateResidencyTicks::UNDEFINED  29959334000                       # Cumulative time (in ticks) in various power states (Tick)
system.ruby.network.routers3.throttle00.link_utilization     0.006143                       (Unspecified)
system.ruby.network.routers3.throttle00.msg_count.Request_Control::1         3681                       (Unspecified)
system.ruby.network.routers3.throttle00.msg_bytes.Request_Control::1        29448                       (Unspecified)
system.ruby.network.routers3.throttle00.msg_count.Unblock_Control::2         3681                       (Unspecified)
system.ruby.network.routers3.throttle00.msg_bytes.Unblock_Control::2        29448                       (Unspecified)
system.ruby.network.routers3.throttle01.link_utilization     0.027645                       (Unspecified)
system.ruby.network.routers3.throttle01.msg_count.Response_Data::2         3681                       (Unspecified)
system.ruby.network.routers3.throttle01.msg_bytes.Response_Data::2       265032                       (Unspecified)
system.ruby.network.routers4.percent_links_utilized     0.057034                       (Unspecified)
system.ruby.network.routers4.msg_count.Request_Control::0        12820                       (Unspecified)
system.ruby.network.routers4.msg_count.Request_Control::1         3681                       (Unspecified)
system.ruby.network.routers4.msg_bytes.Request_Control::0       102560                       (Unspecified)
system.ruby.network.routers4.msg_bytes.Request_Control::1        29448                       (Unspecified)
system.ruby.network.routers4.msg_count.Response_Data::2         7362                       (Unspecified)
system.ruby.network.routers4.msg_bytes.Response_Data::2       530064                       (Unspecified)
system.ruby.network.routers4.msg_count.ResponseL2hit_Data::2         8457                       (Unspecified)
system.ruby.network.routers4.msg_bytes.ResponseL2hit_Data::2       608904                       (Unspecified)
system.ruby.network.routers4.msg_count.ResponseLocal_Data::2          682                       (Unspecified)
system.ruby.network.routers4.msg_bytes.ResponseLocal_Data::2        49104                       (Unspecified)
system.ruby.network.routers4.msg_count.Response_Control::2           18                       (Unspecified)
system.ruby.network.routers4.msg_bytes.Response_Control::2          144                       (Unspecified)
system.ruby.network.routers4.msg_count.Writeback_Data::0         7433                       (Unspecified)
system.ruby.network.routers4.msg_bytes.Writeback_Data::0       535176                       (Unspecified)
system.ruby.network.routers4.msg_count.Writeback_Control::0        10846                       (Unspecified)
system.ruby.network.routers4.msg_count.Writeback_Control::2        10846                       (Unspecified)
system.ruby.network.routers4.msg_bytes.Writeback_Control::0        86768                       (Unspecified)
system.ruby.network.routers4.msg_bytes.Writeback_Control::2        86768                       (Unspecified)
system.ruby.network.routers4.msg_count.Forwarded_Control::0          682                       (Unspecified)
system.ruby.network.routers4.msg_bytes.Forwarded_Control::0         5456                       (Unspecified)
system.ruby.network.routers4.msg_count.Unblock_Control::2        19091                       (Unspecified)
system.ruby.network.routers4.msg_bytes.Unblock_Control::2       152728                       (Unspecified)
system.ruby.network.routers4.port_buffers0.m_buf_msgs     0.000011                       # Average number of messages in buffer (Unspecified)
system.ruby.network.routers4.port_buffers0.m_stall_time  1895.573647                       # Average number of cycles messages are stalled in this MB (Unspecified)
system.ruby.network.routers4.port_buffers10.m_buf_msgs     0.000061                       # Average number of messages in buffer (Unspecified)
system.ruby.network.routers4.port_buffers10.m_stall_time  2000.039186                       # Average number of cycles messages are stalled in this MB (Unspecified)
system.ruby.network.routers4.port_buffers11.m_buf_msgs     0.000061                       # Average number of messages in buffer (Unspecified)
system.ruby.network.routers4.port_buffers11.m_stall_time  2000.090331                       # Average number of cycles messages are stalled in this MB (Unspecified)
system.ruby.network.routers4.port_buffers2.m_buf_msgs     0.000071                       # Average number of messages in buffer (Unspecified)
system.ruby.network.routers4.port_buffers2.m_stall_time  2009.951548                       # Average number of cycles messages are stalled in this MB (Unspecified)
system.ruby.network.routers4.port_buffers3.m_buf_msgs     0.000000                       # Average number of messages in buffer (Unspecified)
system.ruby.network.routers4.port_buffers3.m_stall_time  1895.112722                       # Average number of cycles messages are stalled in this MB (Unspecified)
system.ruby.network.routers4.port_buffers5.m_buf_msgs     0.000326                       # Average number of messages in buffer (Unspecified)
system.ruby.network.routers4.port_buffers5.m_stall_time 10737.821642                       # Average number of cycles messages are stalled in this MB (Unspecified)
system.ruby.network.routers4.port_buffers6.m_buf_msgs     0.000524                       # Average number of messages in buffer (Unspecified)
system.ruby.network.routers4.port_buffers6.m_stall_time  2000.807620                       # Average number of cycles messages are stalled in this MB (Unspecified)
system.ruby.network.routers4.port_buffers8.m_buf_msgs     0.000321                       # Average number of messages in buffer (Unspecified)
system.ruby.network.routers4.port_buffers8.m_stall_time  2000.007468                       # Average number of cycles messages are stalled in this MB (Unspecified)
system.ruby.network.routers4.power_state.pwrStateResidencyTicks::UNDEFINED  29959334000                       # Cumulative time (in ticks) in various power states (Tick)
system.ruby.network.routers4.throttle00.link_utilization     0.019982                       (Unspecified)
system.ruby.network.routers4.throttle00.msg_count.Response_Data::2         1925                       (Unspecified)
system.ruby.network.routers4.throttle00.msg_bytes.Response_Data::2       138600                       (Unspecified)
system.ruby.network.routers4.throttle00.msg_count.ResponseL2hit_Data::2          442                       (Unspecified)
system.ruby.network.routers4.throttle00.msg_bytes.ResponseL2hit_Data::2        31824                       (Unspecified)
system.ruby.network.routers4.throttle00.msg_count.ResponseLocal_Data::2           13                       (Unspecified)
system.ruby.network.routers4.throttle00.msg_bytes.ResponseLocal_Data::2          936                       (Unspecified)
system.ruby.network.routers4.throttle00.msg_count.Response_Control::2            8                       (Unspecified)
system.ruby.network.routers4.throttle00.msg_bytes.Response_Control::2           64                       (Unspecified)
system.ruby.network.routers4.throttle00.msg_count.Writeback_Control::2         1849                       (Unspecified)
system.ruby.network.routers4.throttle00.msg_bytes.Writeback_Control::2        14792                       (Unspecified)
system.ruby.network.routers4.throttle00.msg_count.Forwarded_Control::0          669                       (Unspecified)
system.ruby.network.routers4.throttle00.msg_bytes.Forwarded_Control::0         5352                       (Unspecified)
system.ruby.network.routers4.throttle01.link_utilization     0.085933                       (Unspecified)
system.ruby.network.routers4.throttle01.msg_count.Response_Data::2         1756                       (Unspecified)
system.ruby.network.routers4.throttle01.msg_bytes.Response_Data::2       126432                       (Unspecified)
system.ruby.network.routers4.throttle01.msg_count.ResponseL2hit_Data::2         8015                       (Unspecified)
system.ruby.network.routers4.throttle01.msg_bytes.ResponseL2hit_Data::2       577080                       (Unspecified)
system.ruby.network.routers4.throttle01.msg_count.ResponseLocal_Data::2          669                       (Unspecified)
system.ruby.network.routers4.throttle01.msg_bytes.ResponseLocal_Data::2        48168                       (Unspecified)
system.ruby.network.routers4.throttle01.msg_count.Response_Control::2           10                       (Unspecified)
system.ruby.network.routers4.throttle01.msg_bytes.Response_Control::2           80                       (Unspecified)
system.ruby.network.routers4.throttle01.msg_count.Writeback_Control::2         8997                       (Unspecified)
system.ruby.network.routers4.throttle01.msg_bytes.Writeback_Control::2        71976                       (Unspecified)
system.ruby.network.routers4.throttle01.msg_count.Forwarded_Control::0           13                       (Unspecified)
system.ruby.network.routers4.throttle01.msg_bytes.Forwarded_Control::0          104                       (Unspecified)
